age,annual_income,emp_length,home_ownership,loan_amount,purpose,loan_term,verification_status,revol_util,revol_bal,earliest_credit_line,credit_inquiries_last_6m,open_credit_lines,credit_utilization,delinquency_2yrs,total_current_balance,loan_status,recovered_amount,total_rec_prncp,funded_amnt
34,95764,5 years,RENT,16509,debt_consolidation, 36 months,Source Verified,0.1483262811390234,5963,2013-05-27 11:00:43.582593,5,13,0.4551206959207002,0,105687,fully_paid,0.0,16509.0,16509
49,53554,7 years,MORTGAGE,19432,credit_card, 60 months,Not Verified,0.17072947823098375,24431,2020-03-15 11:00:43.582597,0,3,0.3448149357586154,1,66848,default,3993.7578632503555,12732.554962533532,19432
26,91363,< 1 year,RENT,15701,debt_consolidation, 60 months,Verified,0.2454333079927402,10491,2012-03-21 11:00:43.582600,1,9,0.7764085719998474,0,74184,fully_paid,0.0,15701.0,15701
34,42701,5 years,RENT,29736,debt_consolidation, 36 months,Verified,0.5666778979922824,17567,2011-01-12 11:00:43.582603,1,9,0.5390056003397496,0,17350,fully_paid,0.0,29736.0,29736
38,92256,< 1 year,MORTGAGE,6531,other, 36 months,Source Verified,0.44531842523559967,22431,2013-03-19 11:00:43.582606,3,13,0.5126765817768023,0,47166,fully_paid,0.0,6531.0,6531
61,74295,3 years,OWN,20281,credit_card, 36 months,Verified,0.21137074440449957,7919,2008-05-03 11:00:43.582610,1,14,0.4547892889093156,0,43392,fully_paid,0.0,20281.0,20281
53,83831,10 years,MORTGAGE,14711,debt_consolidation, 60 months,Not Verified,0.28385177634330583,8113,2008-10-27 11:00:43.582613,1,2,0.24542070922394804,1,59778,fully_paid,0.0,14711.0,14711
50,40610,5 years,RENT,15015,debt_consolidation, 36 months,Source Verified,0.49966288409064763,9936,2006-11-26 11:00:43.582616,2,4,0.6876764320405131,0,67902,fully_paid,0.0,15015.0,15015
24,47623,7 years,OWN,9311,debt_consolidation, 36 months,Verified,0.539561427146731,0,2008-01-02 11:00:43.582619,2,3,0.7845917366379649,0,78585,charged_off,2207.0489963557784,308.9497356023583,9311
61,84930,5 years,MORTGAGE,22135,other, 36 months,Verified,0.4267266386377468,19866,2010-11-19 11:00:43.582623,2,8,0.12770643220752725,0,50957,default,4193.724282137414,10768.510651685207,22135
55,46291,5 years,MORTGAGE,19569,debt_consolidation, 36 months,Not Verified,0.170501916985245,21008,2021-12-03 11:00:43.582626,2,8,0.6418894393864799,0,34310,fully_paid,0.0,19569.0,19569
61,81580,9 years,RENT,20835,major_purchase, 36 months,Not Verified,0.3174947854925434,15796,2012-10-23 11:00:43.582629,2,5,0.672490150427546,1,86722,fully_paid,0.0,20835.0,20835
48,35821,3 years,RENT,16184,major_purchase, 36 months,Source Verified,0.8761982978678682,28596,2016-11-13 11:00:43.582632,5,13,0.7568410371598335,0,71754,fully_paid,0.0,16184.0,16184
34,91204,6 years,MORTGAGE,12725,debt_consolidation, 36 months,Source Verified,0.15782519337646633,12388,2010-09-12 11:00:43.582636,0,13,0.7410930443981052,0,68544,fully_paid,0.0,12725.0,12725
54,39186,1 years,RENT,14534,debt_consolidation, 36 months,Verified,0.47498657368953645,21175,2022-05-30 11:00:43.582656,3,9,1.0,1,48816,charged_off,2507.9195585561747,6646.451652681387,14534
27,83807,10 years,MORTGAGE,18034,other, 36 months,Source Verified,0.8241665990668072,19858,2019-03-02 11:00:43.582659,4,4,0.5800521246166103,0,86487,fully_paid,0.0,18034.0,18034
45,85640,5 years,MORTGAGE,1000,debt_consolidation, 60 months,Verified,0.3453031533390075,7008,2021-12-22 11:00:43.582663,5,10,0.6985356379555796,0,12288,fully_paid,0.0,1000.0,1000
40,52580,8 years,RENT,21110,debt_consolidation, 36 months,Source Verified,0.7667607718727563,26548,2017-05-24 11:00:43.582666,2,6,0.5024864495221124,0,76789,fully_paid,0.0,21110.0,21110
37,84550,5 years,RENT,31983,debt_consolidation, 60 months,Source Verified,0.2624630758473423,16281,2008-01-23 11:00:43.582669,3,14,0.33943303140118897,0,76639,default,8294.899342530742,17741.766803477607,31983
61,76511,9 years,RENT,18362,credit_card, 36 months,Not Verified,0.005020993786120087,24746,2015-06-12 11:00:43.582673,4,3,0.6416546883271863,0,22977,fully_paid,0.0,18362.0,18362
49,56528,< 1 year,MORTGAGE,13033,home_improvement, 36 months,Source Verified,0.28414440541076136,1990,2005-09-16 11:00:43.582676,1,10,0.6987588001819596,0,29583,default,3593.6007578695935,1221.1009469148532,13033
54,44786,6 years,RENT,13871,debt_consolidation, 60 months,Not Verified,0.24845899972547872,16097,2011-07-01 11:00:43.582679,5,2,0.5683569943845473,1,11452,fully_paid,0.0,13871.0,13871
62,20934,8 years,OWN,19952,debt_consolidation, 36 months,Source Verified,0.06596436151675472,10394,2007-06-21 11:00:43.582683,1,12,0.1679509534558533,1,65311,fully_paid,0.0,19952.0,19952
34,78741,10 years,OWN,13191,major_purchase, 60 months,Not Verified,0.31651020618893616,6485,2010-11-05 11:00:43.582686,3,9,0.21020869573647016,1,0,fully_paid,0.0,13191.0,13191
64,30879,8 years,OWN,21080,home_improvement, 60 months,Source Verified,0.59819923594499,29094,2016-08-30 11:00:43.582698,0,7,0.653458999759916,2,56696,charged_off,4706.793832236367,14303.605527447886,21080
46,72383,3 years,RENT,13781,credit_card, 36 months,Verified,0.28117596229101965,16952,2017-04-23 11:00:43.582702,0,13,0.42685257635171653,3,27085,fully_paid,0.0,13781.0,13781
63,63413,7 years,RENT,26999,home_improvement, 36 months,Not Verified,0.3247993685874052,230,2007-09-22 11:00:43.582705,3,2,0.5712186585842377,1,20470,fully_paid,0.0,26999.0,26999
57,86978,7 years,MORTGAGE,26806,credit_card, 36 months,Verified,0.6741017306216469,10026,2015-01-28 11:00:43.582709,0,5,0.596538243602928,1,0,fully_paid,0.0,26806.0,26806
48,62448,10 years,MORTGAGE,12688,home_improvement, 36 months,Verified,0.25034580040518706,24390,2017-09-20 11:00:43.582714,0,4,0.47711661205449657,0,23413,fully_paid,0.0,12688.0,12688
59,61763,10+ years,MORTGAGE,14432,debt_consolidation, 36 months,Verified,0.5237855227190475,6471,2015-03-03 11:00:43.582718,1,8,0.4487831499111897,0,92894,charged_off,4211.156663801756,3179.9079510258093,14432
28,88296,6 years,RENT,14843,debt_consolidation, 36 months,Not Verified,0.05851341791022324,5450,2017-07-10 11:00:43.582721,0,8,0.473946607776614,0,28424,charged_off,4224.163789387818,580.7629901652795,14843
26,78376,10+ years,RENT,14937,home_improvement, 36 months,Verified,0.20677159424203279,13529,2010-08-22 11:00:43.582724,0,7,0.618298048481807,0,62594,charged_off,3512.612023214283,2306.658530054768,14937
64,77903,7 years,MORTGAGE,8367,credit_card, 36 months,Not Verified,0.35731378696035176,19693,2022-01-19 11:00:43.582728,3,11,0.5959995900666949,2,17273,fully_paid,0.0,8367.0,8367
52,81731,2 years,RENT,7389,major_purchase, 60 months,Source Verified,0.6418239619901192,7717,2021-07-19 11:00:43.582731,0,11,0.34020508054456444,0,80777,fully_paid,0.0,7389.0,7389
44,31610,9 years,MORTGAGE,23748,debt_consolidation, 60 months,Verified,0.21749199651588538,18907,2021-12-05 11:00:43.582734,5,13,0.4970327950940698,1,68151,default,11754.141630971479,3774.875305705115,23748
63,88919,10 years,MORTGAGE,22628,major_purchase, 36 months,Source Verified,0.21508803435916654,15348,2014-02-27 11:00:43.582738,2,9,0.2878586228002761,0,43167,charged_off,1649.615283235846,1456.3504593887135,22628
31,85311,10 years,RENT,22507,major_purchase, 60 months,Verified,0.4544704975183927,16564,2014-08-03 11:00:43.582741,2,8,0.6028711501827225,0,56952,fully_paid,0.0,22507.0,22507
53,44582,1 years,MORTGAGE,14514,debt_consolidation, 36 months,Source Verified,0.48657729892808976,0,2021-08-27 11:00:43.582744,3,5,0.40689155673448324,0,59527,fully_paid,0.0,14514.0,14514
64,63897,1 years,MORTGAGE,28244,home_improvement, 36 months,Source Verified,0.19288040504401482,15159,2007-06-27 11:00:43.582748,2,8,0.6439544257298543,1,19969,charged_off,6397.289739373044,11525.801853236137,28244
51,69017,3 years,RENT,14842,credit_card, 36 months,Source Verified,0.2956208524783519,12493,2015-01-18 11:00:43.582751,1,2,0.4519141627946039,1,25596,fully_paid,0.0,14842.0,14842
60,66637,3 years,OWN,21040,major_purchase, 36 months,Verified,0.6173321655701965,18903,2011-09-12 11:00:43.582754,5,4,0.7288012051261936,1,77537,fully_paid,0.0,21040.0,21040
52,78346,1 years,RENT,5279,credit_card, 36 months,Source Verified,0.16399818253052936,8461,2021-05-24 11:00:43.582758,5,3,0.7666119565761242,0,96400,fully_paid,0.0,5279.0,5279
39,105784,10+ years,RENT,13391,home_improvement, 60 months,Not Verified,0.4682953478094158,11290,2012-11-06 11:00:43.582761,3,8,0.5888402680366858,0,54405,default,4897.551770919199,3002.792843967846,13391
57,97044,7 years,RENT,13909,credit_card, 60 months,Not Verified,0.29649330221736114,20331,2019-10-16 11:00:43.582764,0,10,0.42655134411832335,0,70778,fully_paid,0.0,13909.0,13909
23,37194,4 years,OWN,14541,debt_consolidation, 36 months,Not Verified,0.6805162834086136,29457,2017-07-18 11:00:43.582768,2,6,0.31254056152132087,0,86135,fully_paid,0.0,14541.0,14541
35,85551,10 years,MORTGAGE,5721,debt_consolidation, 60 months,Verified,0.5160839512934717,1754,2008-09-01 11:00:43.582771,1,10,0.6923264183920756,1,40259,charged_off,117.34147625260962,2038.341183748176,5721
34,103223,2 years,OWN,19927,credit_card, 36 months,Not Verified,0.5761125788615336,20131,2007-04-27 11:00:43.582774,3,13,0.4867613175055324,0,47704,fully_paid,0.0,19927.0,19927
50,79670,10 years,RENT,22200,home_improvement, 36 months,Verified,0.29248318896240805,27199,2016-09-30 11:00:43.582778,3,14,0.5096300018050179,0,71430,default,7073.987556924543,2803.547894614929,22200
33,97274,5 years,MORTGAGE,9792,credit_card, 60 months,Verified,0.5649030312037193,21947,2010-09-17 11:00:43.582781,0,9,0.42231934119668824,0,115504,fully_paid,0.0,9792.0,9792
60,120306,6 years,RENT,6968,credit_card, 36 months,Not Verified,0.5596954020890494,26525,2007-11-16 11:00:43.582785,4,2,0.22344128948204117,0,72475,charged_off,2885.9677312091394,3861.0091399431226,6968
23,95592,9 years,MORTGAGE,9617,debt_consolidation, 36 months,Not Verified,0.5038977748296025,9564,2006-03-26 11:00:43.582788,2,12,0.7148966037215139,0,59108,fully_paid,0.0,9617.0,9617
53,76232,4 years,OWN,18468,credit_card, 36 months,Source Verified,0.3434781465017549,27367,2018-06-29 11:00:43.582791,1,3,0.4830571018731599,2,32389,fully_paid,0.0,18468.0,18468
34,96127,2 years,RENT,10823,debt_consolidation, 36 months,Verified,0.43252106901000764,7755,2018-10-21 11:00:43.582795,3,7,0.12755006535070174,0,48260,fully_paid,0.0,10823.0,10823
48,73622,5 years,RENT,14061,other, 36 months,Verified,0.029458093026944243,15551,2021-11-09 11:00:43.582798,2,6,0.47239428043408876,1,70625,fully_paid,0.0,14061.0,14061
62,70597,3 years,MORTGAGE,7485,major_purchase, 36 months,Source Verified,0.7518009236025778,9976,2012-02-18 11:00:43.582802,1,12,0.22906122631120046,0,67421,fully_paid,0.0,7485.0,7485
38,61214,2 years,RENT,28855,credit_card, 36 months,Not Verified,0.2792154812512567,10378,2007-02-20 11:00:43.582805,5,8,0.6180757231786509,1,32013,fully_paid,0.0,28855.0,28855
61,109085,10+ years,MORTGAGE,15512,debt_consolidation, 36 months,Verified,0.33302985407776425,0,2012-11-26 11:00:43.582808,5,10,0.5906006486905871,0,89299,fully_paid,0.0,15512.0,15512
52,49539,1 years,RENT,23048,debt_consolidation, 36 months,Not Verified,0.13644029351611991,0,2020-01-27 11:00:43.582812,1,5,0.8016509277266997,0,89333,fully_paid,0.0,23048.0,23048
55,108309,10 years,RENT,18452,credit_card, 36 months,Verified,0.5345789732598292,26767,2014-11-23 11:00:43.582815,5,9,0.20468312989032633,0,46671,fully_paid,0.0,18452.0,18452
45,82496,2 years,OWN,14706,credit_card, 60 months,Not Verified,0.5058420087822069,0,2016-02-08 11:00:43.582818,3,5,0.7874416278440037,0,58406,fully_paid,0.0,14706.0,14706
56,35017,6 years,MORTGAGE,14344,home_improvement, 36 months,Not Verified,0.34089674134889636,17504,2007-02-21 11:00:43.582822,2,4,0.6038669495003774,0,30776,fully_paid,0.0,14344.0,14344
27,79191,8 years,MORTGAGE,9923,debt_consolidation, 36 months,Source Verified,0.0,2009,2021-04-21 11:00:43.582825,1,13,0.22661736581506903,2,25739,fully_paid,0.0,9923.0,9923
40,20000,3 years,RENT,11846,home_improvement, 36 months,Source Verified,0.2576889011941006,6514,2019-03-07 11:00:43.582828,3,3,0.8654035022865101,0,60413,fully_paid,0.0,11846.0,11846
51,85637,< 1 year,RENT,7945,credit_card, 36 months,Not Verified,0.49200453975886344,21843,2015-02-24 11:00:43.582832,2,9,0.4751081659784113,1,26584,fully_paid,0.0,7945.0,7945
28,92130,9 years,RENT,7181,debt_consolidation, 36 months,Source Verified,0.45028432148092934,16620,2016-04-16 11:00:43.582835,2,12,0.26175305497578394,0,69454,fully_paid,0.0,7181.0,7181
31,55191,10+ years,OWN,29604,credit_card, 36 months,Source Verified,0.39075970577820696,13728,2014-04-08 11:00:43.582839,3,9,0.7079166150489205,0,38088,charged_off,13065.82673204881,15800.453455824145,29604
62,73088,9 years,OWN,16952,debt_consolidation, 60 months,Source Verified,0.3152104675850421,26446,2008-02-23 11:00:43.582842,2,12,0.28221871327395054,0,81504,fully_paid,0.0,16952.0,16952
53,118853,2 years,MORTGAGE,25260,credit_card, 36 months,Verified,0.08427597031417883,12103,2015-11-19 11:00:43.582846,4,13,0.731244219698209,0,47431,fully_paid,0.0,25260.0,25260
55,57356,8 years,MORTGAGE,9441,other, 36 months,Not Verified,0.5927741037998813,27299,2017-07-06 11:00:43.582849,1,4,0.4616087065813312,0,0,fully_paid,0.0,9441.0,9441
49,43527,10 years,RENT,6238,credit_card, 36 months,Verified,0.11197577418411753,4305,2008-07-07 11:00:43.582852,1,2,0.43015538985735663,0,38835,fully_paid,0.0,6238.0,6238
36,107041,< 1 year,OWN,8155,other, 36 months,Not Verified,0.3591501375841378,3102,2020-10-18 11:00:43.582856,2,14,0.23967177189253114,1,53206,charged_off,229.0817212755585,5453.146955415116,8155
51,119064,10+ years,MORTGAGE,12045,credit_card, 36 months,Verified,0.19302179626217653,13618,2010-03-10 11:00:43.582859,3,7,0.291281865674833,0,0,charged_off,4514.081676282753,3895.9139686854746,12045
58,70092,5 years,MORTGAGE,15255,debt_consolidation, 36 months,Not Verified,0.5987379352601275,15032,2015-08-18 11:00:43.582862,0,6,0.532093054508324,1,772,default,4867.141919689939,9362.713554325464,15255
50,95286,4 years,RENT,13943,credit_card, 60 months,Verified,0.5164054707234537,6416,2021-08-14 11:00:43.582866,5,9,0.17215986696716357,0,44372,default,2108.2610489641925,10171.451021553732,13943
43,103536,10 years,RENT,9587,credit_card, 36 months,Verified,0.32855954174786167,12238,2021-03-28 11:00:43.582869,2,7,0.6378450608841167,0,80137,fully_paid,0.0,9587.0,9587
25,51437,5 years,OWN,15614,debt_consolidation, 60 months,Verified,0.5382368316754484,28647,2021-02-12 11:00:43.582872,0,5,0.39503722819746745,0,68941,fully_paid,0.0,15614.0,15614
41,57867,4 years,RENT,16227,debt_consolidation, 36 months,Not Verified,0.101652138491727,11056,2010-05-23 11:00:43.582876,2,11,0.4207222042357015,0,49566,fully_paid,0.0,16227.0,16227
53,100771,8 years,RENT,19915,credit_card, 36 months,Source Verified,0.3841004108262801,0,2008-07-15 11:00:43.582879,0,11,0.6166329741926948,1,24420,charged_off,4165.800118244548,871.4114586540909,19915
57,112125,4 years,RENT,25293,debt_consolidation, 36 months,Not Verified,0.18902731403528197,0,2016-02-24 11:00:43.582883,2,13,0.4591854657130473,1,22960,fully_paid,0.0,25293.0,25293
25,84072,10 years,MORTGAGE,12452,debt_consolidation, 36 months,Verified,0.6050126592102236,35866,2011-11-18 11:00:43.582886,3,13,0.7461152524824819,0,69473,fully_paid,0.0,12452.0,12452
48,48004,10+ years,RENT,23508,credit_card, 60 months,Source Verified,0.47485790202616923,29505,2008-11-14 11:00:43.582889,5,12,0.08992895191657008,1,55945,fully_paid,0.0,23508.0,23508
38,119676,6 years,RENT,15461,debt_consolidation, 36 months,Not Verified,0.5299886035624788,10639,2009-06-01 11:00:43.582893,0,3,0.6600904539160819,0,75632,fully_paid,0.0,15461.0,15461
33,56725,2 years,RENT,4308,major_purchase, 36 months,Verified,0.28935156315951577,23105,2005-08-18 11:00:43.582896,4,9,0.5048177882513321,1,86120,fully_paid,0.0,4308.0,4308
43,61621,5 years,MORTGAGE,27482,debt_consolidation, 60 months,Source Verified,0.548962209839352,17604,2019-09-28 11:00:43.582899,3,6,0.36842370705810956,0,36378,fully_paid,0.0,27482.0,27482
38,78558,6 years,MORTGAGE,30907,home_improvement, 60 months,Source Verified,0.1766039382818943,27705,2010-11-07 11:00:43.582903,5,13,0.6897982253125503,0,63203,fully_paid,0.0,30907.0,30907
31,108854,5 years,OWN,19333,credit_card, 60 months,Source Verified,0.20529483827050904,4287,2010-12-31 11:00:43.582906,2,9,0.617364754024822,1,67164,fully_paid,0.0,19333.0,19333
22,91349,10+ years,OWN,15628,home_improvement, 60 months,Verified,0.364968709128088,4570,2019-07-27 11:00:43.582909,0,6,0.5456678514568654,0,29077,fully_paid,0.0,15628.0,15628
43,80371,2 years,MORTGAGE,13100,debt_consolidation, 36 months,Source Verified,0.21305536383829982,28193,2007-08-15 11:00:43.582913,5,7,0.4493840558240636,0,30649,fully_paid,0.0,13100.0,13100
47,81582,7 years,RENT,11752,major_purchase, 60 months,Verified,0.5419209776325576,67,2009-07-29 11:00:43.582916,1,14,0.35890679867179054,0,71682,fully_paid,0.0,11752.0,11752
39,71087,4 years,RENT,23474,credit_card, 36 months,Not Verified,0.3053087480690606,15698,2018-01-11 11:00:43.582919,3,11,0.28421158778580574,2,50052,fully_paid,0.0,23474.0,23474
35,83953,8 years,RENT,14879,other, 60 months,Not Verified,0.1838681140851501,14552,2008-06-30 11:00:43.582923,0,6,0.7731870346026158,0,23813,charged_off,4924.1151775020735,5169.137037179437,14879
50,20000,7 years,RENT,26717,debt_consolidation, 60 months,Source Verified,0.15796361898054354,22842,2013-08-19 11:00:43.582926,3,12,0.6653471697552449,0,25426,fully_paid,0.0,26717.0,26717
33,62584,7 years,RENT,15244,debt_consolidation, 36 months,Source Verified,0.5394786652390557,16398,2016-03-29 11:00:43.582930,0,4,0.6137307393290747,1,11485,fully_paid,0.0,15244.0,15244
57,76033,9 years,MORTGAGE,12113,credit_card, 60 months,Verified,0.0,13679,2005-12-06 11:00:43.582933,1,11,0.4146005342491417,1,39252,fully_paid,0.0,12113.0,12113
56,41224,1 years,MORTGAGE,10790,debt_consolidation, 36 months,Not Verified,0.19779222745316002,11194,2010-03-04 11:00:43.582936,4,9,0.9067785833556536,0,19132,fully_paid,0.0,10790.0,10790
33,79658,10 years,OWN,9793,credit_card, 36 months,Verified,0.6805809567924381,5051,2015-12-03 11:00:43.582939,1,4,0.3611103976268333,0,53066,default,3277.941238409888,5175.986358657004,9793
28,64888,6 years,MORTGAGE,18599,debt_consolidation, 36 months,Source Verified,0.3311273338646279,13339,2013-08-15 11:00:43.582943,2,5,0.42438563429877924,0,118436,fully_paid,0.0,18599.0,18599
50,113886,6 years,RENT,5938,credit_card, 60 months,Not Verified,0.5432906386105274,26650,2008-01-25 11:00:43.582946,3,7,0.8625908588930107,0,63810,charged_off,1363.5539810717287,1691.1353801213893,5938
32,109325,6 years,RENT,9271,major_purchase, 36 months,Source Verified,0.4854998641784035,12140,2005-08-04 11:00:43.582949,4,3,0.48951821429615455,0,82013,fully_paid,0.0,9271.0,9271
54,58354,10+ years,OWN,24271,credit_card, 36 months,Not Verified,0.3618251395292442,29062,2010-07-26 11:00:43.582953,3,8,0.8476219422016404,0,62019,fully_paid,0.0,24271.0,24271
27,66229,6 years,MORTGAGE,8318,other, 36 months,Source Verified,0.06821788342334356,22310,2012-06-10 11:00:43.582956,5,6,0.5757190425963766,0,520,charged_off,1048.3172909895827,5241.797815838621,8318
36,68151,10+ years,RENT,21038,credit_card, 60 months,Verified,0.13482598225510384,19765,2009-07-30 11:00:43.582960,0,13,0.39704440287684256,2,53796,fully_paid,0.0,21038.0,21038
53,58708,10 years,OWN,1000,credit_card, 36 months,Not Verified,0.131456067032441,13381,2018-06-23 11:00:43.582963,2,11,0.4608381743996201,0,29520,fully_paid,0.0,1000.0,1000
32,74875,7 years,MORTGAGE,25150,major_purchase, 60 months,Verified,0.49641014566006203,8715,2005-11-14 11:00:43.582966,2,14,0.3566388956253711,0,25266,default,6380.44362325512,9656.18201775363,25150
44,51042,10 years,MORTGAGE,6108,other, 60 months,Not Verified,0.533916114696061,31815,2017-02-12 11:00:43.582970,3,6,0.6386665771479663,0,43204,fully_paid,0.0,6108.0,6108
47,41734,6 years,MORTGAGE,8865,home_improvement, 36 months,Verified,0.2242370841923761,22935,2006-10-01 11:00:43.582973,2,6,0.7445778138220587,0,68931,fully_paid,0.0,8865.0,8865
55,85567,1 years,RENT,19762,debt_consolidation, 36 months,Not Verified,0.38424563411662005,13606,2020-02-03 11:00:43.582976,3,14,0.5934650803268742,0,40843,fully_paid,0.0,19762.0,19762
55,85738,3 years,RENT,16892,credit_card, 60 months,Verified,0.40162293969444224,31991,2007-01-11 11:00:43.582980,0,14,0.5567259331405807,0,75762,default,2234.295869404344,3883.899605700256,16892
50,49892,2 years,OWN,21264,debt_consolidation, 60 months,Source Verified,0.4156390263386851,21290,2011-05-07 11:00:43.582983,0,3,0.2921530820923903,1,55496,charged_off,10056.865451278787,8466.38390358449,21264
25,92383,6 years,RENT,6052,credit_card, 60 months,Source Verified,0.24760267077583364,795,2007-11-23 11:00:43.582986,3,12,0.7186785003550424,0,59519,fully_paid,0.0,6052.0,6052
38,54210,8 years,MORTGAGE,12992,credit_card, 36 months,Source Verified,0.7276111196741881,10734,2011-10-22 11:00:43.582990,1,14,0.6679793771353664,0,48226,default,1231.2117223107373,2567.360968244195,12992
56,76329,3 years,OWN,10680,other, 60 months,Verified,0.5355748372750673,22271,2021-01-01 11:00:43.582993,1,13,0.5556184321127128,0,88577,fully_paid,0.0,10680.0,10680
34,90508,10 years,RENT,7228,other, 36 months,Source Verified,0.4146167529581677,30075,2012-11-10 11:00:43.582997,0,11,0.439725449051922,0,28971,fully_paid,0.0,7228.0,7228
62,69159,8 years,MORTGAGE,19171,credit_card, 36 months,Verified,0.29623396381602296,38613,2011-11-27 11:00:43.583000,4,10,0.5087809747337751,0,30670,fully_paid,0.0,19171.0,19171
60,81368,8 years,OWN,21601,debt_consolidation, 60 months,Source Verified,0.23328630969949227,15255,2010-01-13 11:00:43.583006,1,4,0.3180214475922466,0,40453,charged_off,1144.630653039134,5321.80222717144,21601
36,57089,5 years,RENT,12641,other, 36 months,Source Verified,0.47957901869318975,21162,2010-03-03 11:00:43.583009,3,13,0.205136423143349,0,65070,charged_off,3434.2681435282407,5815.113800118824,12641
50,65088,8 years,MORTGAGE,25658,debt_consolidation, 60 months,Source Verified,0.305245590446152,8884,2019-09-13 11:00:43.583013,0,8,0.44003055250029754,1,69115,fully_paid,0.0,25658.0,25658
50,64853,6 years,MORTGAGE,9500,credit_card, 36 months,Verified,0.42674638531906944,6126,2018-07-30 11:00:43.583016,2,6,0.32799512321564245,0,33191,fully_paid,0.0,9500.0,9500
32,51335,5 years,MORTGAGE,25489,debt_consolidation, 60 months,Not Verified,0.02013776583095328,0,2008-11-09 11:00:43.583019,2,11,0.39847285045452846,0,76905,default,5.22927018957634,18429.593640492432,25489
53,65580,9 years,RENT,18935,debt_consolidation, 36 months,Source Verified,0.294041235938261,18899,2006-03-16 11:00:43.583023,1,11,0.402409761571638,0,20589,charged_off,2624.1460475128515,1038.8086654202389,18935
23,31284,7 years,OWN,6435,major_purchase, 36 months,Verified,0.37818242057666523,27645,2020-11-30 11:00:43.583026,4,6,0.4843949001459519,1,71386,fully_paid,0.0,6435.0,6435
35,57721,8 years,MORTGAGE,28870,debt_consolidation, 60 months,Source Verified,0.5935624421609071,22758,2018-06-30 11:00:43.583029,5,5,0.4712609764675651,0,60730,fully_paid,0.0,28870.0,28870
41,62878,1 years,RENT,11888,credit_card, 36 months,Not Verified,0.21553518874645272,15871,2018-05-20 11:00:43.583033,1,11,0.0,3,50521,charged_off,4629.5772844200255,6325.093698620379,11888
43,63595,< 1 year,RENT,23435,debt_consolidation, 36 months,Verified,0.10283335209056327,27236,2018-05-28 11:00:43.583036,4,7,0.5695795093942948,0,64193,charged_off,1847.567750089509,1047.7707282476347,23435
32,63962,2 years,MORTGAGE,16019,major_purchase, 60 months,Source Verified,0.4889444524148355,44507,2013-10-20 11:00:43.583039,1,8,0.5262993079351176,2,46428,default,4252.848546834317,9757.481968259268,16019
48,68455,8 years,RENT,17621,other, 36 months,Source Verified,0.3871887130708521,6683,2015-09-22 11:00:43.583043,2,8,0.6922295315545658,0,57656,fully_paid,0.0,17621.0,17621
24,81986,10+ years,MORTGAGE,21308,debt_consolidation, 60 months,Verified,0.055595283837076126,0,2013-02-07 11:00:43.583046,4,12,0.45723797984284,0,122182,charged_off,6810.251364258507,16446.727759173296,21308
38,91862,9 years,OWN,20920,debt_consolidation, 36 months,Not Verified,0.06556809727110091,18423,2008-02-03 11:00:43.583049,2,13,0.7168867151206115,3,76829,default,1373.8428202345162,13376.871855263862,20920
49,53755,4 years,OWN,12604,credit_card, 36 months,Source Verified,0.270624819585947,25825,2015-08-08 11:00:43.583053,3,9,0.4693938476155084,0,33735,fully_paid,0.0,12604.0,12604
50,39919,10+ years,RENT,18721,debt_consolidation, 60 months,Verified,0.3832505224696574,0,2012-10-06 11:00:43.583056,3,6,0.5680157184713768,1,40842,charged_off,3072.165164258256,13841.063685043557,18721
42,43948,10 years,MORTGAGE,18196,credit_card, 36 months,Not Verified,0.6778570258187198,23327,2010-12-21 11:00:43.583060,0,8,0.3165730125257715,1,86246,default,3656.544646214613,2461.1659538154167,18196
37,57819,< 1 year,RENT,16494,debt_consolidation, 36 months,Source Verified,0.18377213346534216,11628,2016-06-18 11:00:43.583063,2,13,0.7272160488989945,0,38155,fully_paid,0.0,16494.0,16494
58,61201,10 years,OWN,13576,debt_consolidation, 36 months,Not Verified,0.5077554253837899,18368,2014-05-16 11:00:43.583066,2,5,0.7599995214956539,0,101023,fully_paid,0.0,13576.0,13576
41,50750,9 years,MORTGAGE,16480,credit_card, 60 months,Source Verified,0.007829840433421442,5809,2013-06-01 11:00:43.583069,0,10,0.87666313743692,0,72961,fully_paid,0.0,16480.0,16480
27,37597,4 years,MORTGAGE,28772,debt_consolidation, 36 months,Not Verified,0.4721921775450103,5194,2014-06-22 11:00:43.583073,3,6,0.3915117137728352,0,9319,fully_paid,0.0,28772.0,28772
40,58596,10 years,MORTGAGE,12934,other, 36 months,Not Verified,0.7013169692267149,3953,2020-08-15 11:00:43.583076,3,4,0.6059371271951565,1,76050,fully_paid,0.0,12934.0,12934
26,74535,10 years,OWN,23446,debt_consolidation, 36 months,Verified,0.4283409433307863,21675,2009-03-03 11:00:43.583079,4,6,0.21204031970794002,1,0,fully_paid,0.0,23446.0,23446
24,84875,10 years,RENT,10662,debt_consolidation, 36 months,Not Verified,0.2663670818452945,8756,2021-09-22 11:00:43.583083,4,10,0.12255323469533247,0,39548,charged_off,629.5046011593283,3616.118793219779,10662
22,56064,9 years,MORTGAGE,8830,major_purchase, 36 months,Source Verified,0.6465072310001138,17697,2010-04-13 11:00:43.583086,5,14,0.6126871240239705,1,75655,fully_paid,0.0,8830.0,8830
